imgid,timestamp_seconds,tx,ty,tz,qx,qy,qz,qw
35911,1207.032161,465685.880948,5248195.230728,477.812941,-0.3973676637220161,-0.5745869682006489,0.6228739583452558,-0.352103376606084
35941,1208.036919,465685.433836,5248195.889488,477.752564,-0.4038118672105119,-0.5678023317932618,0.6283714544615618,-0.34595636014959463
35971,1209.033841,465684.849436,5248196.476507,477.751182,-0.40434525500640783,-0.5662618613001806,0.631795654408982,-0.3415943065400594
36001,1210.030681,465684.250635,5248197.145887,477.712772,-0.40667933531733075,-0.5659374809523443,0.6253493661404862,-0.35109095138847013
36031,1211.035647,465683.68207,5248197.849767,477.809709,-0.4001072352728957,-0.5710003460697338,0.6267123087972243,-0.34800069981621645
36061,1212.039751,465683.168001,5248198.658002,477.921745,-0.39683436780335013,-0.5737660318510565,0.6264922130267442,-0.3475953570473295
36091,1213.039968,465682.635824,5248199.436782,478.147139,-0.3945720678795154,-0.5752072520267997,0.627567982600204,-0.34584379086542977
36121,1214.030882,465682.129924,5248200.207762,478.311454,-0.39816903269262943,-0.5725041472898148,0.6269701290696985,-0.34728789209372607
36151,1215.030862,465681.88579,5248200.985614,478.400418,-0.4009356857223771,-0.5707376869959665,0.6250177495001349,-0.3505165921416676
36181,1216.028778,465681.649461,5248201.666968,478.385832,-0.3930378835891701,-0.576524597960225,0.6279331082037474,-0.34473268140999874
36211,1217.028648,465681.269244,5248202.321906,478.370505,-0.39228747558469895,-0.5766818522673793,0.628984324585239,-0.343405441411314
36241,1218.035496,465680.929763,5248203.007699,478.432294,-0.3936167872748481,-0.5753385943731716,0.6307710648359663,-0.340850686321491
36271,1219.033636,465680.610337,5248203.876319,478.421652,-0.38139772844428266,-0.5832683448567518,0.6360949367521563,-0.3312356292186522
36301,1220.031701,465680.239746,5248204.546166,478.335071,-0.40183244447683514,-0.5652212025883538,0.6407997905238368,-0.3292890936167689
36331,1221.041233,465679.867688,5248205.109408,478.340224,-0.39618994134322055,-0.5703008736068426,0.6394281239752183,-0.33003351073983433
36361,1222.040252,465679.543766,5248205.715093,478.39037,-0.39479357512849406,-0.5722757838109584,0.6363302322035614,-0.33424885322851444
36391,1223.039046,465679.223014,5248206.312024,478.498672,-0.3902589714355029,-0.5755219141605722,0.637328208269494,-0.3320921806954369
36421,1224.040892,465678.853578,5248206.947445,478.57539,-0.38961651989290647,-0.5766130551775663,0.6349815400726633,-0.3354322521646989
36451,1225.031696,465678.414655,5248207.630506,478.695761,-0.3880300568211177,-0.5780407235192145,0.6339857183501562,-0.3366952715510265
36481,1226.03866,465677.849798,5248208.423285,478.884058,-0.3884461353571984,-0.5773269950148996,0.6361518000032411,-0.33333770879658847
36511,1227.036838,465677.135548,5248209.175761,479.226809,-0.3887452457826874,-0.5752919956189576,0.6419310981442604,-0.3253317059455152
36541,1228.036844,465676.291132,5248209.872121,479.527748,-0.39106744181779335,-0.5738320898861967,0.6403527149008299,-0.32822460158565686
36571,1229.039984,465675.561564,5248210.618916,479.724561,-0.39676283819056035,-0.5686235194478345,0.6422860521066158,-0.32667288015846546
36601,1230.042225,465675.071757,5248211.356165,479.779908,-0.39787856227440793,-0.5693597164354016,0.6361644187261098,-0.3358824129511991
36631,1231.04424,465674.677636,5248212.007096,479.792334,-0.3983335501082632,-0.5701589851542995,0.6323905222606868,-0.34107380705768453
36661,1232.040154,465674.377032,5248212.698501,479.875691,-0.4062252535959757,-0.5646670259630631,0.6289185744707717,-0.3472659208971808
36691,1233.04095,465674.336634,5248213.528572,480.031538,-0.3727817088150116,-0.5900201897632352,0.6332164726707685,-0.3345846260411644
36721,1234.040883,465674.093287,5248214.156144,480.090829,-0.3788646598450189,-0.5852675290302503,0.6324464532315118,-0.33754254958186264
36751,1235.044809,465673.782434,5248214.643968,480.091357,-0.3830771433679264,-0.5825929524828565,0.6307373077577634,-0.3405991816620613
36781,1236.042615,465673.487906,5248215.13618,480.115243,-0.3810312138115299,-0.5834456773298415,0.632903001052341,-0.3374020553662573
36811,1237.047589,465673.139632,5248215.601837,480.180997,-0.37335428382927555,-0.5904067227172147,0.6291341194027874,-0.3409057645742089
36841,1238.046428,465672.897371,5248216.258906,480.286063,-0.3592044858174778,-0.6006436355823264,0.631130002694216,-0.3344761278510706
36871,1239.047375,465672.580688,5248216.915423,480.330684,-0.36051693306559884,-0.602068750348214,0.6215553341488511,-0.348151874069672
36901,1240.043273,465672.299244,5248217.608166,480.394452,0.35521253123610513,0.6060862824062745,-0.621046053065644,0.3475417613803642
36931,1241.044322,465672.03955,5248218.309991,480.460085,0.35314406835751466,0.6083690990260024,-0.6183321369711599,0.35048776686622235
36961,1242.04323,465671.783972,5248219.016466,480.485379,-0.3491267998052574,-0.6096192100911398,0.625038558397345,-0.3402964837640305
36991,1243.043228,465671.440698,5248219.693424,480.50295,-0.3547988573754144,-0.6063290236496308,0.6221627330658555,-0.3455378698047592
37021,1244.045185,465671.158295,5248220.374578,480.561987,-0.3565211249490721,-0.6041416895605952,0.6259011261923207,-0.3408126855489714
37051,1245.042247,465671.016623,5248221.024137,480.557714,-0.35252979853999844,-0.6068970330060078,0.6265709944275409,-0.3388325861128697
37081,1246.040027,465670.873025,5248221.584164,480.570052,-0.3583036470241699,-0.6029302457844464,0.624717253815405,-0.34325204738329684
37111,1247.045282,465670.785727,5248222.071102,480.606133,0.3538394764044238,0.6070962292158967,-0.6216718042412676,0.34605774261109945
37141,1248.045056,465670.661152,5248222.49049,480.634789,-0.3524915404059997,-0.6067689003070414,0.6271476310420412,-0.3380341172733081
37171,1249.039922,465670.464593,5248222.707598,480.860618,-0.3543735796793391,-0.6050430544948217,0.6273305030106039,-0.3388195806403312
37201,1250.034694,465670.258054,5248222.858329,481.081584,-0.34909167514146544,-0.6084318545427048,0.6290438917600977,-0.3350365098969975
37231,1251.033806,465670.136055,5248223.012871,480.996609,-0.35219359936819106,-0.6065251133121603,0.627837018809178,-0.3375020493249681
37261,1252.034822,465669.911232,5248223.145288,480.815603,-0.3534792970910568,-0.6045893798220214,0.6322507689842276,-0.33133522821047706
37291,1253.037258,465669.536656,5248223.33042,480.67087,-0.3509991703267076,-0.6061701026728117,0.6324212336042444,-0.33075787570681026
37321,1254.04018,465669.073661,5248223.634851,480.552484,-0.35130414602653176,-0.6061115273610604,0.63239013402061,-0.33060086475689526
37351,1255.040233,465668.609356,5248224.114292,480.441238,-0.3502410723807556,-0.6069288776753198,0.6328896266840988,-0.329270783849732
37381,1256.043045,465668.297412,5248224.61512,480.322953,-0.348518778878259,-0.6082803542420073,0.6327071280671107,-0.32895495361142385
37411,1257.047876,465668.026675,5248225.122793,480.16447,-0.3501757043832671,-0.6073776886337827,0.6317737504992268,-0.3306527598398465
37441,1258.038704,465667.718205,5248225.635835,480.100548,-0.34725205957619965,-0.6097149438485864,0.6312139917694876,-0.3305035415275177
37471,1259.042872,465667.31389,5248226.238788,480.135142,-0.34271130031972297,-0.6131188100898288,0.6312478141037348,-0.3288776163506021
37501,1260.042974,465666.77284,5248227.013448,480.123602,-0.34516111415917883,-0.6105916363771758,0.6339860839222005,-0.32573502153073663
37531,1261.040881,465666.184521,5248227.670725,480.32533,-0.3442742729644191,-0.6118182061719417,0.6317231266892719,-0.3287546178798071
37561,1262.044864,465665.814193,5248228.305864,480.681062,-0.3385436244089222,-0.6154035103010189,0.6333588071310888,-0.3248435859159578
37591,1263.042765,465665.655509,5248229.047037,480.935235,-0.343662054730084,-0.6132868099782306,0.6271419884713769,-0.33536339564953976
37621,1264.040578,465665.702263,5248229.615577,481.232298,-0.3397107637875381,-0.6154972421952003,0.629091455343863,-0.3316680307631879
37651,1265.04263,465665.881614,5248230.149662,481.500722,-0.34027394929007493,-0.6148765498414426,0.6295095296494975,-0.33144866868051803
37681,1266.044843,465666.04269,5248230.384531,481.706872,-0.33566801866309115,-0.6165373169664984,0.6344265272274384,-0.323591871938525
37711,1267.036562,465666.056212,5248230.381353,481.667254,-0.33533819406674914,-0.6156514039628016,0.6374519686678127,-0.3196507970273377
37741,1268.041048,465665.992359,5248230.310808,481.61554,-0.3490011121467071,-0.6079477807360137,0.6304405953376124,-0.3333802264215354
37771,1269.044256,465665.918301,5248230.301797,481.601081,-0.33686157289506513,-0.6148684445268006,0.6367519768725536,-0.32094858868789333
37801,1270.042175,465665.803038,5248230.375483,481.63182,-0.3395638008345888,-0.6130483575528284,0.6367406793357011,-0.3216044834010514
37831,1271.044212,465665.693336,5248230.484726,481.697156,-0.3442271949351667,-0.6098917143840956,0.6358612784826054,-0.3243765859601492
37861,1272.04428,465665.796217,5248230.470113,481.728041,-0.34507203775576545,-0.608914726894887,0.6366927881234069,-0.3236826187506077
37891,1273.037839,465666.051417,5248230.36219,481.643427,-0.334749838694806,-0.6152430962430429,0.6402760356291446,-0.3153808431374702
37921,1274.042692,465666.304066,5248230.242505,481.480073,-0.33199293322513473,-0.6165068600170828,0.6425862843047276,-0.3110994231172606
37951,1275.043509,465666.357168,5248230.205392,481.34205,-0.33900935732232185,-0.6125002623786024,0.6399977478675456,-0.316731695538225
37981,1276.042722,465666.308924,5248230.356714,481.176784,-0.33847536072505846,-0.6136127120598814,0.6383270424457544,-0.3185160226158404
38011,1277.043884,465666.106397,5248230.649988,481.070613,-0.32907058894957614,-0.6189701535506325,0.6421831444942624,-0.3101440075663997
38041,1278.044671,465665.892136,5248231.003343,481.114316,-0.33348750760655427,-0.6172747713436821,0.6373396478813508,-0.3186786973919796
38071,1279.047441,465665.683938,5248231.42319,481.228864,-0.3299871395712783,-0.6186511285232964,0.6410589694930663,-0.3121260426925403
38101,1280.037917,465665.424428,5248231.766677,481.289083,-0.32305550693702284,-0.6220206587121622,0.6459478969891679,-0.30245124226596015
38131,1281.03587,465665.145682,5248232.151341,481.325547,-0.3295380944506164,-0.6176177206081188,0.6460315721054877,-0.30429624273000866
38161,1282.03376,465664.909458,5248232.393115,481.4189,-0.3364847039668756,-0.614416603838218,0.6396640528919834,-0.31638612542593664
38191,1283.037431,465664.845238,5248232.511174,481.350494,-0.3316945362468602,-0.6164739417761274,0.6435462258559115,-0.3094945377895972
38221,1284.032269,465664.913344,5248232.318348,481.067545,-0.32231871225369324,-0.6205555869849786,0.6498816762425729,-0.2977838445533827
38251,1285.036268,465664.997258,5248231.95135,480.7484,-0.3095516405286502,-0.6270509027110746,0.6555252965749392,-0.28508162481223803
38281,1286.033286,465665.035875,5248231.728076,480.410764,-0.32701590265326685,-0.6184357662124863,0.6473860331326944,-0.3024716955117584
38311,1287.036447,465665.040458,5248231.550258,480.051173,-0.3291265661892689,-0.6176507731815372,0.6453644327059691,-0.3060849143862084
38341,1288.039265,465664.954853,5248231.556895,479.86937,-0.3299460878095085,-0.617444576021201,0.644794467393975,-0.306818952314422
38371,1289.033012,465664.867064,5248231.799029,479.759416,-0.33719017491491127,-0.6138154228638993,0.6403798487378329,-0.31535228225870576
38401,1290.033003,465665.012766,5248232.02398,479.598983,-0.33365451416890207,-0.6158054764975308,0.6414379234456293,-0.31307454488687186
38431,1291.038271,465665.108229,5248232.084399,479.296461,-0.31120383143170466,-0.6263450468152997,0.6556964853112717,-0.2844401110648999
38461,1292.037236,465664.795996,5248232.265217,479.169095,-0.31378243794671934,-0.6255700622220529,0.6534495237924774,-0.2884551936490212
38491,1293.042796,465664.300238,5248232.619931,479.133052,-0.316007563463844,-0.6243325647642255,0.6518125773277188,-0.2923840495751527
38521,1294.042667,465663.90483,5248232.845412,479.122851,-0.3239355993942049,-0.620121907363142,0.6481942274572652,-0.30059739011590747
38551,1295.046812,465663.826078,5248232.966006,478.952161,-0.3237787504929987,-0.6203697342954184,0.6475354527266479,-0.3016729204975475
38581,1296.039601,465663.922123,5248232.909238,478.696304,-0.31191644700289267,-0.6266415405300656,0.6519239421356241,-0.2915882086805724
38611,1297.043561,465664.103854,5248232.847221,478.345975,-0.30864717738992503,-0.6287463336862312,0.6517140117019377,-0.2910048362428383
38641,1298.031244,465664.222955,5248232.808387,478.036931,-0.3028084553734354,-0.6316009267214866,0.6544988318693954,-0.2846376429787714
38671,1299.032902,465664.150751,5248232.940529,477.730699,-0.3027527801054757,-0.6317330586164965,0.6537160530815337,-0.2861982158102201
38701,1300.037843,465664.011214,5248233.130241,477.537154,-0.3076968521548556,-0.629254073292122,0.6513950706358601,-0.2916271941547435
38731,1301.041903,465663.983683,5248233.451801,477.300148,-0.31701778065474995,-0.6242860921131134,0.6470751527457699,-0.30176207290166984
38761,1302.034752,465664.06365,5248233.507394,477.055374,-0.3104784773810708,-0.6274160430736219,0.6499334633894108,-0.2958694258344655
38791,1303.035279,465664.184083,5248233.639161,476.752351,-0.31537469886937336,-0.6243808237365734,0.6490897836269346,-0.2989478868535941
38821,1304.043328,465664.197045,5248233.647252,476.490006,-0.3075422228774891,-0.6283572269650767,0.6522628317157814,-0.29178446639676053
38851,1305.045289,465664.219916,5248233.730608,476.197871,-0.30699911050043704,-0.6285519750354008,0.6526536997431085,-0.2910620364160695
38881,1306.041295,465664.153703,5248233.819235,476.151521,-0.3111322674760604,-0.6267986018244711,0.6500962077739009,-0.2961336615855861
38911,1307.043164,465664.118418,5248233.974664,476.141746,-0.2919562803574411,-0.6371021323088463,0.6563635902508403,-0.27937294206919067
38941,1308.039993,465663.941597,5248234.294228,476.235655,-0.3107524529696207,-0.6277403886232116,0.648290198164932,-0.29848741418662245
38971,1309.044233,465663.791358,5248234.608605,476.330444,-0.30608202991580047,-0.6289580698655155,0.6528014086483118,-0.2908192878411749
39001,1310.045453,465663.452065,5248234.921784,476.496891,-0.3009218983163182,-0.6321093230670527,0.6545934000223251,-0.28529159723452735
39031,1311.044634,465663.020537,5248235.352743,476.657632,-0.2980379882584521,-0.6318298043722547,0.6603220488067398,-0.2755707671750444
39061,1312.04464,465662.635462,5248235.866085,476.736864,-0.3040011116053374,-0.6279039965093465,0.6613453701796548,-0.2755761177102341
39091,1313.044541,465662.226223,5248236.308817,476.817092,-0.30776577704194874,-0.6271174324119521,0.6566392765748906,-0.28430408527843953
39121,1314.043449,465661.894736,5248236.924239,476.865838,-0.29676079316237436,-0.6302203257767495,0.667070537725347,-0.26414441186272114
39151,1315.03862,465661.412886,5248237.429722,476.940835,-0.30329959713482113,-0.6280985431920348,0.6612731849981476,-0.27607852002701005
39181,1316.042491,465661.056328,5248237.713624,477.123649,-0.2965022659529619,-0.6297353717399575,0.6680247943620311,-0.26317796636850616
39211,1317.046651,465660.821419,5248238.243657,477.103951,-0.3084478643816805,-0.6235552162495056,0.6649719767734349,-0.27175554704999727
39241,1318.039756,465660.354467,5248238.688601,477.230626,-0.30420149538476227,-0.6232283080207083,0.6729776881845769,-0.25719439630960417
39271,1319.041699,465659.856718,5248239.274666,477.325724,-0.3046449217788912,-0.6235608502322805,0.6716613983893518,-0.2592957840104411
39301,1320.039596,465659.324288,5248239.780532,477.320229,-0.3031094355476495,-0.6260060301766239,0.6684097004417983,-0.26357084933617875
39331,1321.034632,465658.900506,5248240.328818,477.312741,-0.2947528911123193,-0.6303278098201666,0.6706375296447011,-0.2570075663872442
39361,1322.0407,465658.385208,5248240.71444,477.398912,-0.2939505292800146,-0.6307277303478954,0.6699428825985524,-0.2587511363486811
39391,1323.042725,465657.882248,5248241.167496,477.386637,-0.2952490899720155,-0.6312044816314746,0.667623624265857,-0.2620831424589533
39421,1324.034353,465657.35176,5248241.577245,477.464586,-0.2978976701629327,-0.6302897798677974,0.6646130010254727,-0.2688518744097109
39451,1325.038242,465656.948527,5248242.005218,477.721593,-0.3110532463917389,-0.6239584123383884,0.6585635455511258,-0.28322399978188284
39481,1326.04022,465656.617334,5248242.346448,477.776706,-0.30103692909107693,-0.62910409542055,0.6614331899314184,-0.27588211197113444
39511,1327.043239,465656.359712,5248242.554052,477.756979,-0.2527766843899508,-0.6499287338877917,0.6810391820099125,-0.22334328121325805
39541,1328.044274,465655.889226,5248242.667328,477.736809,-0.2878045933261785,-0.6331143068734603,0.6715294518502629,-0.2557009694744553
39571,1329.044971,465655.652241,5248243.023973,477.893,-0.17452037732680709,-0.6785671881638645,0.6993338721152302,-0.14149679981333182
39601,1330.035778,465655.259446,5248243.221261,478.003907,-0.16657558340931802,-0.6803978431290795,0.700524391352259,-0.13629720172361975
39631,1331.037919,465654.750604,5248243.255666,478.168495,-0.14666576393727926,-0.6855733711775199,0.7033854462573648,-0.1171632212527137
39661,1332.03876,465654.418963,5248243.374682,478.228791,-0.14117629167970996,-0.6881438386562915,0.7017000967158663,-0.11892975345090587
39691,1333.037608,465654.2004,5248243.496916,478.259681,-0.13064294087006068,-0.69124416800753,0.7022871503581065,-0.10911773750536519
39721,1334.035788,465653.820572,5248243.658469,478.292281,-0.12341431437832891,-0.6925134846561952,0.70316904113301,-0.10366908974204299
39751,1335.039902,465653.220771,5248243.795153,478.468789,-0.10762618382723348,-0.695431196684807,0.7051972051640296,-0.08653876045544599
39781,1336.036949,465652.626029,5248243.994725,478.635013,-0.039104813000887674,-0.706992565792744,0.7060524956562566,-0.011054360747230967
39811,1337.037832,465652.097589,5248244.028846,478.754887,-0.03417362030173938,-0.7063210341540054,0.7070182969502189,-0.008239427449829504
39841,1338.03783,465651.787365,5248243.994332,478.787188,0.05997256353060998,-0.7110192522496349,0.6928796854586778,0.10379140635245596
39871,1339.042571,465651.393733,5248243.922388,478.7853,0.08877488933683537,-0.7105128320736441,0.6846720720161809,0.13606868957622908
39901,1340.038419,465650.859319,5248243.835725,478.823689,0.07564707083858006,-0.7094996830193108,0.6912308511576537,0.11440118389643372
39931,1341.04418,465650.292887,5248243.890265,478.859939,0.08093246930996656,-0.7086716151141091,0.6910424938549063,0.11702456592418126
39961,1342.044986,465649.693071,5248244.030379,478.953078,0.08767618054433134,-0.707414029892035,0.6906271393707679,0.12211646916619792
39991,1343.044857,465648.969703,5248244.160243,479.052604,0.08983491383508957,-0.7062452661797498,0.6917750528452844,0.12080806477979919
40021,1344.037987,465648.30644,5248244.152485,479.221624,0.10132106431169896,-0.7039716541260718,0.6905701844381708,0.1314183110482609
40051,1345.039906,465647.815762,5248244.070748,479.326885,0.10290151090515971,-0.7025131607355188,0.6924032198431491,0.1283133632856146
40081,1346.044851,465647.362466,5248243.883595,479.357741,0.1022100414064947,-0.7019792421994925,0.6937241944890731,0.12459932960171112
40111,1347.046807,465646.817416,5248243.766058,479.307088,0.09551327481775655,-0.7013256530526493,0.697180199535053,0.11383897434589982
40141,1348.047745,465646.27115,5248243.437979,479.390697,0.1036840246799058,-0.6989358959806504,0.6971884552005296,0.12110530240662967
40171,1349.050737,465645.721833,5248243.179271,479.438467,0.10332215046146323,-0.6991153972134257,0.6975038194119094,0.11853529646873476
40201,1350.043586,465645.205006,5248242.971474,479.501788,0.11735758408144764,-0.6971382634270397,0.6946495821891046,0.1329939738822779
40231,1351.042525,465644.705613,5248242.698935,479.592139,0.12225830455608508,-0.6961007675397087,0.6939465843730276,0.13760365705426678
40261,1352.052486,465644.215001,5248242.520542,479.596072,0.1264173394335807,-0.6944481605478552,0.694256450731756,0.14060010391027508
40291,1353.055453,465643.654566,5248242.306038,479.606454,0.11629032836514516,-0.6956905004814986,0.697543382568968,0.12619237894092758
40321,1354.046218,465643.058527,5248242.104213,479.633748,0.11998141732846725,-0.6945740387683245,0.6975250671323807,0.12895791905454343
40351,1355.048722,465642.4425,5248241.887544,479.633509,0.11969054319940023,-0.6947357452345968,0.697875009759285,0.12643926967299313
40381,1356.042366,465641.873436,5248241.723692,479.624967,0.11615454228505176,-0.6942725618575755,0.7000402733552334,0.12015551522505852
40411,1357.045506,465641.349184,5248241.679406,479.646098,0.13073164867311965,-0.6922252262541332,0.6960364296174033,0.13880475790865268
40441,1358.039478,465640.919517,5248241.599228,479.639267,0.15258921023800956,-0.6900822245752223,0.6892407040596701,0.159531527014516
40471,1359.039301,465640.634699,5248241.377978,479.518346,0.15663510717766513,-0.6885866134501035,0.6897813767313032,0.1597359423906431
40501,1360.03728,465640.409865,5248241.203375,479.331052,0.16163195108665682,-0.6871049439921741,0.6888611449751149,0.16502191149361248
40531,1361.042331,465640.118399,5248240.888223,479.138764,0.16617894925607876,-0.6851961238398951,0.6890844996045509,0.1674914359114358
40561,1362.039314,465639.918349,5248240.441937,479.063453,-0.1471569274910465,0.6875932197463321,-0.6967218441178983,-0.14191220799924845
40591,1363.036297,465639.398626,5248239.793779,479.126472,-0.13122622928767072,0.6901102125445263,-0.700818907232048,-0.12401786385342466
40621,1364.038351,465638.593775,5248239.362505,479.29865,-0.1366158279849823,0.6901066486819527,-0.6983576698718298,-0.13185406296405847
40651,1365.03825,465637.820551,5248239.098466,479.326832,-0.14765517940426512,0.6873970038683896,-0.6968026321443841,-0.14194857838144653
40681,1366.037189,465637.210909,5248238.789143,479.350715,-0.14460150841589023,0.68735355962742,-0.698671302144524,-0.13599227695365393
40711,1367.040232,465636.671759,5248238.450581,479.327142,-0.14832719054086035,0.6863371376115908,-0.698152566875204,-0.139726058582312
40741,1368.035568,465636.091839,5248238.015016,479.3114,-0.13767638706461843,0.6877860107396275,-0.701619927855704,-0.12539973170409546
40771,1369.039651,465635.518739,5248237.602281,479.225908,-0.13679290299347835,0.6884643146906821,-0.7013977490149764,-0.12387811253337001
40801,1370.046372,465634.956895,5248237.554615,479.115451,-0.1536626627594543,0.6867961718506402,-0.6955140207987738,-0.14477241200347205
40831,1371.045452,465634.237403,5248237.399917,479.149761,-0.15253165585522466,0.6862064045932683,-0.6968280981020327,-0.14242705484825258
40861,1372.042545,465633.573943,5248237.032824,479.17268,-0.1569904610928629,0.6831968514290839,-0.6977168987354567,-0.14760483238096608
40891,1373.044334,465633.007252,5248236.537665,479.119116,-0.15963079086398935,0.6823406545934348,-0.6975207361211703,-0.14964646463622444
40921,1374.046803,465632.429641,5248236.078493,479.066589,-0.14951701249195096,0.6848492841528213,-0.6998591291314713,-0.13719810619023987
40951,1375.047973,465631.759069,5248235.693051,479.054252,-0.1480127106736961,0.6851126144176952,-0.7001282798505687,-0.13613719109140981
40981,1376.045887,465630.99289,5248235.431668,479.072298,-0.15348462271674804,0.6841338894606729,-0.6986331923791561,-0.14253053843656963
41011,1377.048227,465630.357742,5248235.220204,479.115986,-0.1565978181434828,0.6834750767365718,-0.6979685009564067,-0.1455297718863881
41041,1378.0409,465629.830122,5248234.940033,479.177497,-0.1606303570936954,0.682275408470002,-0.6977196523127545,-0.14793729128794034
41071,1379.044998,465629.269288,5248234.516295,479.141147,-0.16405815253789946,0.6791326957267877,-0.6986337476041792,-0.15419011281290948
41101,1380.041245,465628.735218,5248234.159674,479.140207,-0.1628840910219727,0.6797849148249264,-0.6985694285688596,-0.15284631476548527
41131,1381.039026,465628.117067,5248233.817912,479.059287,-0.16242748931059128,0.6786391657699157,-0.699765573997712,-0.15295206715511667
41161,1382.041026,465627.46885,5248233.444485,479.067899,-0.16248347726499276,0.679006637579963,-0.6993026928617322,-0.15337812586728014
41191,1383.048159,465626.875477,5248233.102466,479.198497,-0.16356584383557632,0.6789388032926433,-0.6989653831180002,-0.15406397799815663
41221,1384.042251,465626.361479,5248232.896305,479.258315,-0.16179440657775676,0.6787259485005085,-0.7004876581981676,-0.14990229332563124
41251,1385.040251,465625.903868,5248232.818554,479.274037,-0.16543577917618146,0.678993372261485,-0.6981024896885017,-0.1557302709304184
41281,1386.042014,465625.302417,5248232.608337,479.121571,-0.16998654756451986,0.6787837230558513,-0.6956887395001577,-0.16240199719896897
41311,1387.041674,465624.591378,5248232.270647,479.137199,-0.16765748505567807,0.6798582333499729,-0.6957000618905377,-0.16026594815044437
41341,1388.042649,465623.781662,5248231.84015,479.24165,-0.18073490734896602,0.6794502977872547,-0.6902623590964722,-0.1709387659863742
41371,1389.041684,465622.998269,5248231.292828,479.413628,-0.1713657182261927,0.6797623033851865,-0.6951747650546433,-0.15902530473012308
41401,1390.038387,465622.44697,5248230.639856,479.461571,-0.17045997267203944,0.6799781828499102,-0.6957767570807952,-0.15642177876150756
41431,1391.036437,465622.150042,5248230.169347,479.332708,-0.16746718358607277,0.6810474635322923,-0.6962749093542691,-0.1527427426809017
41461,1392.035269,465621.882643,5248229.93027,479.129105,-0.1687099195157194,0.681524381150438,-0.6948505039786426,-0.155705677722871
41491,1393.042893,465621.354351,5248229.758531,479.108928,-0.1723700505053896,0.6796454958886982,-0.6946237308841399,-0.16083668144914326
41521,1394.038754,465620.629819,5248229.505015,479.244363,-0.1736615168285184,0.6797640019566222,-0.693502970113547,-0.16375655608379128
41551,1395.04776,465619.925794,5248229.269441,479.292918,-0.17364284545351924,0.6787208680609956,-0.6949206104813167,-0.1620848253526772
41581,1396.048718,465619.271324,5248229.040316,479.217877,-0.1762022061667376,0.6781373355366198,-0.6942120909062499,-0.1647789717556239
41611,1397.052788,465618.626819,5248228.798177,479.168748,-0.17845725751019778,0.6772881933734736,-0.6935886614700348,-0.1684294482536853
41641,1398.042704,465618.085594,5248228.49678,479.19274,-0.17600236648736733,0.6778409553226774,-0.6946609157751182,-0.1643198660313498
41671,1399.047878,465617.624551,5248228.191436,479.153935,-0.16625754698916873,0.679567679913262,-0.6978210304437233,-0.15359689435958981
41701,1400.039846,465617.092693,5248227.962773,479.006171,-0.17264127864902687,0.6781755290932191,-0.6961218530886117,-0.16027259996031362
41731,1401.043676,465616.595293,5248227.686926,478.81482,-0.17753172844428292,0.6769625205081731,-0.6946075596746978,-0.1665069646158018
41761,1402.040711,465616.015355,5248227.318828,478.740219,-0.17925452958847649,0.6766958768153268,-0.6938310293047905,-0.1689645131292524
41791,1403.04262,465615.388885,5248226.819618,478.85527,-0.17726166469054347,0.6777036566583362,-0.6939488572565774,-0.16652639278909448
41821,1404.040665,465614.647197,5248226.308754,478.899673,-0.178126359777678,0.6785074171508322,-0.6923924042015067,-0.16879408587897096
41851,1405.044683,465613.847889,5248225.91395,478.778677,-0.178333544604967,0.6781550618906715,-0.6924504742961617,-0.1697504036746563
41881,1406.048639,465613.226458,5248225.673065,478.499137,-0.17510794614089667,0.6787476832666619,-0.6944208535918573,-0.16253758874553412
41911,1407.048663,465612.798071,5248225.592546,478.394983,-0.1737400084480355,0.6793878764742268,-0.6944449097341412,-0.1612227964918661
41941,1408.034814,465612.243395,5248225.363585,478.380351,-0.18966721557934754,0.6747786719917591,-0.6901107928562873,-0.1801310210449094
41971,1409.04783,465611.62745,5248225.083407,478.487914,-0.19782176422079742,0.6722022472805675,-0.6887052354527642,-0.1862680515050246
42001,1410.042851,465611.263702,5248224.727818,478.752896,-0.1983594331634408,0.6697461583752647,-0.6908903959607927,-0.18645127885265944
42031,1411.041684,465610.977645,5248224.355706,479.015725,-0.1947768917691779,0.6670374108701131,-0.6960302303554089,-0.18073453838110234
42061,1412.048707,465610.631983,5248224.102676,479.175649,-0.19532886598524551,0.6682950216145366,-0.6943047090384391,-0.18212459802342074
42091,1413.054377,465610.21011,5248223.946714,479.361702,-0.2057124884874469,0.6634389798293363,-0.6936817424123274,-0.19062196192230546
42121,1414.032254,465610.034777,5248223.923225,479.306468,-0.21464304723096356,0.6589346369401818,-0.6928940755967358,-0.1990761324691185
42151,1415.036239,465610.128022,5248223.956121,479.251703,-0.22335534735050563,0.6551447831564446,-0.6913998778277802,-0.20703601341930994
42181,1416.032848,465610.138144,5248223.757255,479.375735,-0.21646262615073547,0.6557927493491276,-0.6960059583485263,-0.19661003871722504
42211,1417.037697,465610.098182,5248223.396444,479.462522,-0.22294362570249424,0.6557101492029468,-0.6913767620526302,-0.20576324473650828
42241,1418.036686,465609.959645,5248223.004018,479.556977,-0.21610220356843957,0.657063149378894,-0.6945998727183662,-0.1977343474482454
42271,1419.037484,465609.54789,5248222.481794,479.685156,-0.20814547526652014,0.6600368136242503,-0.6961654878484569,-0.1907366753289497
